# id	cmn	eng — from Tatoeba (CC-BY 2.0 FR)
343452	这是份好报纸，不是吗？	This is a good newspaper, isn't it?
343461	她没有敌人。	She doesn't have any enemies.
343475	我需要他的帮助。	I need his help.
343586	说谎不好。	It is not good to tell a lie.
343599	我来自东京。	I'm from Tokyo.
343607	那把白色阳伞是她的。	That white parasol is hers.
343614	他的哥哥比我大两岁。	His older brother is two years older than I.
343621	我禁不住想他会不会准时到。	I cannot help wondering if he will come on time.
343630	没问题。	No problem.
343633	公司为他们提供制服。	The company provides them with uniforms.
343634	她寄给我一封信。	She sent me a letter.
343638	他把他的错误归咎于坏运气。	He ascribes his failure to bad luck.
343642	她很努力工作。	She works very hard.
343645	你确定吗？	Are you sure?
343661	我想您马上来。	I want you to come at once.
343668	万圣节快乐！	Happy Halloween!
343673	已经是时候回去了。	It's already time to go home.
343677	我的鼻子没办法呼吸了。	I can't breathe through my nose.
343680	这朵花是所有花中最漂亮的。	This flower is the most beautiful of all flowers.
343694	他和他爸爸一样高。	He is as tall as his father.
343696	她把我的玩笑当真了。	She took my joke seriously.
343706	他对自己的孩子很严格。	He was severe with his children.
343709	我想开个储蓄帐户。	I'd like to open a savings account.
343714	谁发明了电话？	Who invented the telephone?
343715	他很忙。	He was busy.
343727	奶牛为我们提供牛奶。	Cows provide us with milk.
343729	我不太喜欢他，其实我讨厌他。	I don't like him much, in fact I hate him.
343734	他迅速瞥了一眼杂志。	He took a quick look at the magazine.
343736	所有学科中，我比较喜欢英语。	I like English best of all subjects.
343741	现在学生在放假。	The students are currently on holiday.
343747	这就是他所说的。	That's exactly what he said.
343752	今天很热。	It is very hot today.
343759	氧和氢组成了水。	Oxygen and hydrogen make water.
343762	我从没读过那么恐怖的小说。	I have never read such a scary novel.
343769	铁是个有用的金属。	Iron is a useful metal.
343783	他修好了网。	He fixed the net.
343786	我在烫我的手绢。	I‘m ironing my handkerchiefs.
343791	去年我第一次去了日内瓦。	Last year was the first time I went to Geneva.
343792	我给你带了点东西。	I brought you a little something.
343796	我要去给她生日买点东西。	I will do the shopping for her birthday.
343799	我抓不到句子的确切含义。	I can't get at the exact meaning of the sentence.
343800	这是个很难解决的问题。	This is a difficult problem to solve.
343816	他的话让我很尴尬。	His words embarrassed me.
343838	他宁愿不吃这个。	He'd prefer not to eat that.
343841	这些机器目前不运转。	These machines aren't working now.
343842	他老是把我和我姐姐搞错。	He always mistakes me for my sister.
343844	我有一台电脑。	I have a computer.
343849	我有三张票。	I've got three tickets.
343852	我该回家了。	I have to go home.
343858	顺便问一句，你今晚有空吗？	By the way, are you free tonight?
343864	他为她工作。	He works for her.
343866	你对美国印象如何？	What's your impression of the United States?
343876	他通过巴黎去了伦敦。	He went to London via Paris.
343894	我家离车站很近。	My house is near the station.
343896	一个陌生人进了大楼。	A stranger came into the building.
343905	明天我会呆在家里。	I'll stay at home tomorrow.
343912	如果明天下雨，我们就呆在家。	If it rains tomorrow, we'll stay at home.
343914	哥伦布发现了美洲。	Columbus discovered America.
343916	他只能看着。	He could only watch.
343917	他很懒。	He's lazy.
343918	他使他儿子成了个有钱人。	He made his son a wealthy man.
343922	我没主意了。	I'm running out of ideas.
343925	她的眼睛闪烁着喜悦的光芒。	Her eyes were shining with joy.
343926	我早上不洗头。	I don't wash my hair in the morning.
343931	我要买辆新车。	I am going to buy a new car.
343934	日本自然资源贫乏。	Japan is poor in natural resources.
343936	尤其是要有耐心。	Above all, be patient.
343938	春天就要来了。	Spring will come soon.
343941	我不得不在树下躲雨。	I had to take shelter under a tree.
343944	我觉得这本书很有意思。	I found the book interesting.
343946	他担心他父亲的身体。	He is concerned about his father's illness.
343947	我不能离开家，即使是一会儿。	I can't leave home, even if only for a while.
343949	她戴着个奇怪的帽子。	She had a strange hat on.
343950	我不得不一整天都呆在床上。	I had to stay in bed all day.
343952	你没必要那么正式。	You don't have to be so formal.
343954	他承认他错了吗？	Did he admit that he was wrong?
343956	他旅行期间，写了旅游日记。	He kept a diary during the trip.
343957	她坐在我旁边。	She sat next to me.
343961	是时候洗个澡了。	It's time to take a bath.
343963	红色不流行了。	Red is out of fashion.
343964	不要在公园玩垒球。	Don't play baseball in the park.
343965	感谢你请我来参加派对。	Thank you for inviting me to the party.
343967	从前有个美丽的公主。	Once upon a time, there was a beautiful princess.
343968	他醉心于爵士乐。	He is crazy about jazz.
343973	每个人都有个价。	Every man has his price.
343974	你相信我吗？	Do you believe me?
343975	我想休息一下。	I feel like a rest.
343979	他被证实是个理想丈夫。	He proved to be an ideal husband.
343983	我能不能看一下你的报纸？	Can I have a look at your newspaper?
343984	我希望下周不要再生病了。	I hope I won't still be ill next week.
343987	我相信那个故事。	I believe that story.
343996	他继承了他父亲的事业。	He took over his father's business.
344128	不好意思，你好像打錯電話了。	Sorry, but I think you've got the wrong number.
344131	我們不能分辨那對雙胞胎。	We could not tell the twins one from the other.
344134	我喝不下這麼甜的咖啡。	I can't drink coffee as sweet as this.
344162	你應該好好利用這個機會。	You should make good use of this opportunity.
344163	他把頭放在枕頭上。	He put his head on the pillow.
344164	我們期望能再見到你。	We look forward to seeing you again.
344166	這個問題仍然未解決。	The problem remains unsolved.
344168	我現在可以回家嗎？	May I go home now?
344180	昨天我帮了我爸爸。	I helped my father yesterday.
344181	昨天我帮了他。	I helped him yesterday.
344189	我掉了我的钱包。	I have lost my wallet.
344190	到机场有多远？	How far is it to the airport?
344191	乘机场大巴去机场要多久？	How long does the airport bus take to the airport?
344195	我会跟她解释的。	I will explain it to her.
344199	如果有问题，请举起你的右手。	If you have a question, please raise your right hand.
344204	我下周会详细说明的。	I'll explain it in detail next week.
344205	放下你们的武器。	Put down your weapons.
344206	她一小时前离开了医院。	She left the hospital an hour ago.
344208	我祝您好运。	I wish you good luck.
344212	我觉得这值得一问。	I think it's worth asking.
344213	我没有孩子。	I don't have any children.
344221	从远处看，岩石像一张人的脸。	Seen at a distance, the rock looks like a human face.
344222	要不要再來一些沙拉？	Would you like some more salad?
344223	他的腿被鱷魚咬了。	His leg was bitten by a crocodile.
344224	要對自己的小孩好一點！	Do be kind to your children!
344226	你沒鎖好門，真不小心呢。	It was careless of you to leave the door unlocked.
344229	祝你好運！	Good luck!
344230	好問題。	Good question!
344231	更糟的是天開始下雨了。	To make matters worse, it began to rain.
344232	太過分了！	That's too much!
344233	不，不，沒問題的。	No, no, that's okay.
344235	我很晚才睡。	I stayed up till late at night.
344236	你可以給我一些建議嗎？	Could you give me some advice?
344237	她會開車。	She can drive a car.
344244	我的牙很痛。	I have a toothache.
344245	討論的重點是失業問題。	In the discussion the accent was on unemployment.
344246	我必須在一小時內做完功課。	I must finish my homework in an hour.
344254	我想要兩公斤蘋果。	I'd like two kilos of apples.
344259	他在這附近住。	He lives in this neighborhood.
344260	沒有人會知道。	No one will know.
344261	如你所知。	As you already know.
344262	多麼美好的一天啊！	What a beautiful day!
